filename, A, Am, B, B7, Bm, C, D, D7, Dm, E, Em, F, G
G2_Augmented_0_8109_jpeg_jpg.rf.e4ff05d09a2952b3be806bdf2aaa582a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
D7_g188_jpg.rf.e4fda28d293624e787d8cc11c9892b43.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
F4_Augmented_0_7395_jpeg_jpg.rf.e4a558c28440e610a7133e78a2520445.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
E8_Augmented_0_4489_jpeg_jpg.rf.e495c798b86b4459e814fb2557d228c9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
C10_Augmented_0_887_jpeg_jpg.rf.e5260e6bf35ab3d4c8c50737e3785a93.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
A8_Augmented_0_1932_jpeg_jpg.rf.e5220a272b8f8dc33e7edce0b38f3318.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
G2_Augmented_0_8589_jpeg_jpg.rf.e5b2c5f2f56917c073dddf7221e42ca2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
C3_Augmented_0_8937_jpeg_jpg.rf.e567c4f8a0411367c65f39c38a6bac4e.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
E2_Augmented_0_9192_jpeg_jpg.rf.e4d08c848f3df8535402bfca049553a0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
C8_Augmented_0_8326_jpeg_jpg.rf.e54d3146d1c0e5b29d8ad635e580a008.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
C1_jpg.rf.e5be71ed07b943337bcf64243242e8a6.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
C6_Augmented_0_9402_jpeg_jpg.rf.e5820e75fa7f92c3bc7a8e4d094a9de5.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
C5_Augmented_0_5271_jpeg_jpg.rf.e53c0e92c7794d88567c911bbf8f11b7.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
C_g1124_jpg.rf.e4fb72f8755448fe07f0c17c2a9fde95.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
B2_Augmented_0_3941_jpeg_jpg.rf.e415b77db29030cb761364858f763cb6.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
F1_Augmented_0_1839_jpeg_jpg.rf.e5532843525935bd6250770320d8e579.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
G3_Augmented_0_1058_jpeg_jpg.rf.e5d5f7fed8342feef3b8552ae5daece9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Dm_g180_jpg.rf.e5568d7ffd27542858abd690ad21da45.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
G_g138_jpg.rf.e5ea09088f3218cc300f580f3e9f0b92.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
E3_Augmented_0_6953_jpeg_jpg.rf.e52dc853a69b7e427a4cd947c745016b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
A_g1125_jpg.rf.e5902768e6fe4179d121cf62216f1d1d.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
E2_Augmented_0_3739_jpeg_jpg.rf.e5c62abcc590ccc3652ef987c9f8a913.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
G4_Augmented_0_3814_jpeg_jpg.rf.e655990ffc2165403537a1b707936754.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Dm_g2174_jpg.rf.e6518998043e38cf0761f7cce4b5f94e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
C_g273_jpg.rf.e47e10a1766dc1f6590749b2c31e804b.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
D9_Augmented_0_4899_jpeg_jpg.rf.e64b5b2cfef6cb9db3cd67f4748c5a4f.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
A3_Augmented_0_9353_jpeg_jpg.rf.e68c25a9c1435e708eb4b95e12e6082b.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
F17_jpg.rf.e6b5a3a1cc38b2c8a916a6484aec08ec.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
F1_Augmented_0_7048_jpeg_jpg.rf.e6d294d27d102f84f670e15045628704.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
G_g196_jpg.rf.e6364ede20c6665538cd3c2c97f12d0c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
E2_Augmented_0_2978_jpeg_jpg.rf.e6ad99ecf2a7b4b12f51f7896aeb7b47.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
A_g256_jpg.rf.e65774721e084bcc1378f922a76bdc99.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
C6_Augmented_0_9473_jpeg_jpg.rf.e710c931758a317f455a62ad8dbea2c4.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
F57_jpg.rf.e6e3eba79c483500955e5b8e5a4f3d29.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
F8_Augmented_0_2152_jpeg_jpg.rf.e6c7e74222932112a6892d6624d06e52.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
A8_Augmented_0_8412_jpeg_jpg.rf.e6cda145a092f0061384f9e12ac1261a.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
C9_Augmented_0_8085_jpeg_jpg.rf.e72f7e9f2f19436167c6ada2e47cbc05.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
E7_Augmented_0_9231_jpeg_jpg.rf.e798cf1c15f70fb686b2d43fc98ca295.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
A_g2134_jpg.rf.e78f9d8f73d6be4637be3566ac2fad3c.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
C4_Augmented_0_1209_jpeg_jpg.rf.e731048a16c84363e8f660344c863308.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
F4_Augmented_0_5513_jpeg_jpg.rf.e78182c267dc7787191fafb75c67770b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
B7_Augmented_0_9663_jpeg_jpg.rf.e7ce5646905093d270bf8f02d55b6421.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
F10_Augmented_0_9246_jpeg_jpg.rf.e7bc1949b8df4cbed3be5d9be5bfa584.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
B6_Augmented_0_8553_jpeg_jpg.rf.e7ce7c0e85dffebfd734a386f6ec4dbd.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
D7_g2197_jpg.rf.e7fda4742383534cd9f62aaccb1513d4.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
E3_Augmented_0_8112_jpeg_jpg.rf.e6c48b95e0827e35c707053debad6fcc.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
B1_Augmented_0_7741_jpeg_jpg.rf.e89b728596e774dd6b98c1378fd54d5e.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
G9_Augmented_0_8958_jpeg_jpg.rf.e835d96466db516b9ce2d788545037ac.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
G10_Augmented_0_9979_jpeg_jpg.rf.e7d0e94b0dea58d73579ffbfae8a2356.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
B7_g221_jpg.rf.e880a6b6c9fffa19e6e2e04eae63219e.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
C_g2112_jpg.rf.e7bf0ca87178468b7d99684c182c1213.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
G7_Augmented_0_2844_jpeg_jpg.rf.e87f968400a838b51624be0c3a0c010a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Am_g214_jpg.rf.e8c0c6cc11f6fbc5bf3049b6e6cc3e2c.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
D5_Augmented_0_1610_jpeg_jpg.rf.e89fbc981007ff825b96bcbcc64e80dd.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
F_g2121_jpg.rf.e89f4ff462e2079dcc82efb93f3e79c7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
A_g2194_jpg.rf.e8487d895e1c625aa292d0d1c237699c.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
G1_Augmented_0_522_jpeg_jpg.rf.e8b2adf2f8882d495d0186e08eb22c79.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
G_g2113_jpg.rf.e8c9b067480ab1b5111d12a98cd7d0bc.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Dm_g1102_jpg.rf.e9041ebc5729a2cda712c13eda44da3c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
E8_Augmented_0_6198_jpeg_jpg.rf.e91c4773c4af0334e4f5a96fc9ecd73c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
D8_Augmented_0_2102_jpeg_jpg.rf.e91cf3097b62accbe9cc7e6249854d0c.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bm_g2162_jpg.rf.e93a6f3ecb2e3f8bbbc12ecd78e889fb.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
F1_Augmented_0_6071_jpeg_jpg.rf.e9198586892c5804d45fa3e0a1731c4a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
E2_Augmented_0_66_jpeg_jpg.rf.e955052e4f26588a36ec10c1141d265c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
D6_Augmented_0_9474_jpeg_jpg.rf.e669a3ed2c74cc793df0a8e1190ec8b6.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
C_g1185_jpg.rf.e8d3433604c5d8d2c4e099e1fd7a0472.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
B6_Augmented_0_5601_jpeg_jpg.rf.e95029bbf9c8f40a7b3ae3ed85a9c8d8.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
D7_Augmented_0_1587_jpeg_jpg.rf.e95309faf7ecff0a7675d06f060e8872.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
D6_Augmented_0_2793_jpeg_jpg.rf.e9e67bc8ff0f4c3044cfadcf56f78796.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
E4_Augmented_0_5067_jpeg_jpg.rf.e971a43f77a7ec1c31b02b8f83a3250e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
F4_Augmented_0_3302_jpeg_jpg.rf.e911d6e0d3a30c061b8a855d9ee5888b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
E2_Augmented_0_6340_jpeg_jpg.rf.e96e1f4085586b0f9318f8b1a128e50f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
C_g121_jpg.rf.ea00dd709b92105513ba6563dea88c79.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
A7_Augmented_0_9413_jpeg_jpg.rf.ea45a58135590f46159a0fb57379923f.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
D9_Augmented_0_5889_jpeg_jpg.rf.ea276befcfba8980f7f39eb8fd4e9af6.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
E4_Augmented_0_409_jpeg_jpg.rf.ea2fe7fef26a44918445b1788685ff31.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
C10_Augmented_0_9087_jpeg_jpg.rf.e9b3e5cba8231fc1f35c3af3873fd1bd.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
B7_g1118_jpg.rf.e9fb2e5da053dc5175dbe5f4168de144.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
D_g10_jpg.rf.ea48c76d3b55c9f45625a83696372928.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
C4_Augmented_0_7002_jpeg_jpg.rf.e8cf9dd46fe5a751ef932b3986370aa4.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
D_g2218_jpg.rf.e9d14c20573669e030921ea1efce233b.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
E4_Augmented_0_7291_jpeg_jpg.rf.e96a1f74007179b7c86f02d9825c0458.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
F_g1174_jpg.rf.ea73ab1d1ad222e1d575f854fc585c58.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
G_g2155_jpg.rf.eaa6197ea4719dbf8d35c5d6c8ed6d73.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
C4_Augmented_0_5572_jpeg_jpg.rf.ead60bf2fae78b33c75b76c4541593bc.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Bm_g1164_jpg.rf.ead8514bf493e0565fc4fb88ccceb92f.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
A4_Augmented_0_3023_jpeg_jpg.rf.eaea4832be738775391f2535dc9f0002.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
E2_Augmented_0_2864_jpeg_jpg.rf.eb2ddd71fa7a571c9623397c742b939f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Am_g1149_jpg.rf.eafc9bf29ed7044c8b7d5b5db8837bbf.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
B4_Augmented_0_1143_jpeg_jpg.rf.eb52e7e9d56bad6951654506b70d7925.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
A_g1162_jpg.rf.eafed5606f7246fdb7894658054e4a4f.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
D2_Augmented_0_2748_jpeg_jpg.rf.eb1b6fb77e3378feea402240cfe7ed6e.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
B7_Augmented_0_4451_jpeg_jpg.rf.eb28303b81fcf408381a0d05657b6568.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
G4_Augmented_0_5985_jpeg_jpg.rf.eb95c905cbf229f866ce9d5d232dbd55.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
B3_Augmented_0_965_jpeg_jpg.rf.eb91c6c5450bc312fba9d35ed95de7c6.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
C3_Augmented_0_1727_jpeg_jpg.rf.eb9750a31eb68a64d1f49c75360c4c60.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
D6_Augmented_0_8520_jpeg_jpg.rf.eb191ab8145685684e672629f395d6fc.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
F2_Augmented_0_2528_jpeg_jpg.rf.eb01e9438ad378fba3246759cc045756.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
D7_g2185_jpg.rf.ebcdafa005c32bfe791f32eb71eb203b.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
D3_Augmented_0_4707_jpeg_jpg.rf.eb8753fafec08d7030897b2d28e7d045.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
D3_Augmented_0_3056_jpeg_jpg.rf.ebd1aa57964d4fd04ab0bb3401202a17.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
F61_jpg.rf.eaa9199612ef55c1c1a45267a44a896f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
C_g1113_jpg.rf.eb846b6d291be85f4b0512a86f5b4340.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
E7_Augmented_0_8626_jpeg_jpg.rf.ebe7c55ab4acea77f2f7920870fa9b73.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
E1_Augmented_0_8733_jpeg_jpg.rf.ec331512c49ab39cf36969ffd1d8206d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
E8_Augmented_0_5943_jpeg_jpg.rf.eadd22a675d6ac41c4d01200bf73cb7a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
D_g1213_jpg.rf.ec2b972bfcfed7e04ffea7170ed2d6cb.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
F_g190_jpg.rf.ec967fbb9dbb7892e8095be8a88d4668.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
D5_Augmented_0_7847_jpeg_jpg.rf.ec745e9024c78117623c3e3319874183.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
A7_Augmented_0_9307_jpeg_jpg.rf.ec0123aaa6fc52a0ea37a17417dbffb0.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Em_g2154_jpg.rf.ec58e7851116b47d99a301d747371482.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
B7_Augmented_0_7487_jpeg_jpg.rf.ebbff7a72f267020215c6dfc466c9425.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
D9_Augmented_0_5267_jpeg_jpg.rf.ea263d3c2ab48151703092976a3861d9.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
C_g2191_jpg.rf.eccb1b582710ae366a8628c8d1150549.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Am_g218_jpg.rf.ec9c07f3ab3c8365b05721d9f220aeac.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
C4_Augmented_0_749_jpeg_jpg.rf.ec17d082ff9de32f6e38bd4e7d224b6c.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
B5_Augmented_0_1792_jpeg_jpg.rf.ec4c9859bf7fc4aade914956949e700c.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
A4_Augmented_0_8461_jpeg_jpg.rf.ecd17bf9b270e642603bafac293a9f24.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
A6_Augmented_0_6782_jpeg_jpg.rf.ecf53078ec2209a451e2d95cb3b353f5.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
C4_Augmented_0_7472_jpeg_jpg.rf.ed90b6a24d2fcd26119baddca3c3bcea.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
A8_Augmented_0_7587_jpeg_jpg.rf.eda2f985d763db3a3d5fb55c0814baaf.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
F2_Augmented_0_8900_jpeg_jpg.rf.ece3d02018369add951dc0536bebe854.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
C_g1144_jpg.rf.ed7062074be055114cc4462b5be91f6c.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
B5_Augmented_0_6823_jpeg_jpg.rf.ed2462abb968edc5af050bbf0c5e954f.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
G1_Augmented_0_5951_jpeg_jpg.rf.ed79cb80ceb7bff599ce9e464abb8580.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
F20_jpg.rf.ede062490c56abce97d87f0fef044fc6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
E9_Augmented_0_3032_jpeg_jpg.rf.ed045ba0768ad68713bd9598c65806a0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
F10_Augmented_0_5771_jpeg_jpg.rf.edec3b11929de11d95a225c33fbca9ab.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Dm_g2139_jpg.rf.ed1ffb4313bf4e5a5cd9995790acd052.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
D7_g158_jpg.rf.edbd2d1c9166b9bc2c5f201d9d029d2e.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
E1_Augmented_0_1703_jpeg_jpg.rf.edf0b6fd6c966b19f11a60625d3a6b45.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
D_g245_jpg.rf.ed9519a1db9df21b40b0e93606588fc4.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
E4_Augmented_0_2639_jpeg_jpg.rf.ee505ce9c9e8a30881215a3e287cdbc4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
